"trap.station","type.of.hits","hit_type_plant","Species","Sp_Pin_Hits","Treatment","Block","Date"
"4D","1st","","plectranthus",NA,"MW","C","20070210"
"4D","1st","","pollichia.campestris",NA,"MW","C","20070210"
"4D","1st","","polygala..l.",NA,"MW","C","20070210"
"4D","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
"4D","1st","","portulaca.oleracea",NA,"MW","C","20070210"
"4D","1st","","portulaca.quadrifida",NA,"MW","C","20070210"
"4D","1st","","pseudognaphalium",NA,"MW","C","20070210"
"4D","1st","","psilotrichum.schimperi",NA,"MW","C","20070210"
"4D","1st","","rhinacanthus.ndor.",NA,"MW","C","20070210"
"4D","1st","","rhynchosia",NA,"MW","C","20070210"
"4D","1st","","schkuhria.pinnata",NA,"MW","C","20070210"
"4D","1st","","sida",NA,"MW","C","20070210"
"4D","1st","","solanum.inc...big.",NA,"MW","C","20070210"
"4D","1st","","solanum.ind...small.",NA,"MW","C","20070210"
"4D","1st","","v",NA,"MW","C","20070210"
"4D","1st","","w",NA,"MW","C","20070210"
"4D","1st","","x_4",NA,"MW","C","20070210"
"4D","1st","","x_5",NA,"MW","C","20070210"
"4B","1st","","bracharia.lacnantha",NA,"MW","C","20070210"
"4B","1st","","lintonia.nutans",8,"MW","C","20070210"
"4B","1st","","pennisetum.mez.",2,"MW","C","20070210"
"4B","1st","","pennisetum.stram.",NA,"MW","C","20070210"
"4B","1st","","themeda.triandra",NA,"MW","C","20070210"
"4B","1st","","bare",NA,"MW","C","20070210"
"4B","1st","","x_2",NA,"MW","C","20070210"
"4B","1st","","aristida.kenyensis",NA,"MW","C","20070210"
"4B","1st","","bothriochloa",NA,"MW","C","20070210"
"4B","1st","","bracharia.3",NA,"MW","C","20070210"
"4B","1st","","bracharia.eruciformis",NA,"MW","C","20070210"
"4B","1st","","cynodon.dactylon",NA,"MW","C","20070210"
"4B","1st","","cynodon.plecto.",NA,"MW","C","20070210"
"4B","1st","","cyperus..mariscus.",NA,"MW","C","20070210"
"4B","1st","","digitaria.2",NA,"MW","C","20070210"
"4B","1st","","digitaria.milanjiana",NA,"MW","C","20070210"
"4B","1st","","dinebra.retroflexa",NA,"MW","C","20070210"
"4B","1st","","eragrostis",NA,"MW","C","20070210"
"4B","1st","","setaria.acro...small.",NA,"MW","C","20070210"
"4B","1st","","setaria.sphaec...big.",NA,"MW","C","20070210"
"4B","1st","","microchloa.kunthii",NA,"MW","C","20070210"
"4B","1st","","sporobolus",NA,"MW","C","20070210"
"4B","1st","","tragus.berteronianus",NA,"MW","C","20070210"
"4B","1st","","x_3",NA,"MW","C","20070210"
"4B","1st","","acalypha.crenata",NA,"MW","C","20070210"
"4B","1st","","aerva.lanata",NA,"MW","C","20070210"
"4B","1st","","amaranthus.hibridus",NA,"MW","C","20070210"
"4B","1st","","aspilia.pluriseta",NA,"MW","C","20070210"
"4B","1st","","caralluma",NA,"MW","C","20070210"
"4B","1st","","chenopodium.schrad.",NA,"MW","C","20070210"
"4B","1st","","corchorus",NA,"MW","C","20070210"
"4B","1st","","commelina",NA,"MW","C","20070210"
"4B","1st","","commicarpus.pedunc.",NA,"MW","C","20070210"
"4B","1st","","conyza",NA,"MW","C","20070210"
"4B","1st","","cyathula",NA,"MW","C","20070210"
"4B","1st","","dyscoriste.radicans",NA,"MW","C","20070210"
"4B","1st","","euphorbia.inaequ.",NA,"MW","C","20070210"
"4B","1st","","evolvulus.alsinoides",NA,"MW","C","20070210"
"4B","1st","","gutenbergia",NA,"MW","C","20070210"
"4B","1st","","hibiscus.flavifolius",NA,"MW","C","20070210"
"4B","1st","","hibiscus.trionum",NA,"MW","C","20070210"
"4B","1st","","indigofera.brevicalyx",NA,"MW","C","20070210"
"4B","1st","","indigofera.schimperi",NA,"MW","C","20070210"
"4B","1st","","ipomea.sinensis",NA,"MW","C","20070210"
"4B","1st","","k",NA,"MW","C","20070210"
"4B","1st","","kyllinger",NA,"MW","C","20070210"
"4B","1st","","leucus",NA,"MW","C","20070210"
"4B","1st","","lily",NA,"MW","C","20070210"
"4B","1st","","melhania.",NA,"MW","C","20070210"
"4B","1st","","misopates.orontium",NA,"MW","C","20070210"
"4B","1st","","monechima.debile",NA,"MW","C","20070210"
"4B","1st","","monsonia.augustifolia",NA,"MW","C","20070210"
"4B","1st","","mullugo.nudicaulis",NA,"MW","C","20070210"
"4B","1st","","osteospermum",NA,"MW","C","20070210"
"4B","1st","","oxygonum.sinuatum",NA,"MW","C","20070210"
"4B","1st","","pavonia.patens",NA,"MW","C","20070210"
"4B","1st","","pelargonium",NA,"MW","C","20070210"
"4B","1st","","phyllanthus.mader.",NA,"MW","C","20070210"
"4B","1st","","plectranthus",NA,"MW","C","20070210"
"4B","1st","","pollichia.campestris",NA,"MW","C","20070210"
"4B","1st","","polygala..l.",NA,"MW","C","20070210"
"4B","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
"4B","1st","","portulaca.oleracea",NA,"MW","C","20070210"
"4B","1st","","portulaca.quadrifida",NA,"MW","C","20070210"
"4B","1st","","pseudognaphalium",NA,"MW","C","20070210"
"4B","1st","","psilotrichum.schimperi",NA,"MW","C","20070210"
"4B","1st","","rhinacanthus.ndor.",NA,"MW","C","20070210"
"4B","1st","","rhynchosia",NA,"MW","C","20070210"
"4B","1st","","schkuhria.pinnata",NA,"MW","C","20070210"
"4B","1st","","sida",NA,"MW","C","20070210"
"4B","1st","","solanum.inc...big.",NA,"MW","C","20070210"
"4B","1st","","solanum.ind...small.",NA,"MW","C","20070210"
"4B","1st","","v",NA,"MW","C","20070210"
"4B","1st","","w",NA,"MW","C","20070210"
"4B","1st","","x_4",NA,"MW","C","20070210"
"4B","1st","","x_5",NA,"MW","C","20070210"
"5A","1st","","bracharia.lacnantha",NA,"MW","C","20070210"
"5A","1st","","lintonia.nutans",NA,"MW","C","20070210"
"5A","1st","","pennisetum.mez.",NA,"MW","C","20070210"
"5A","1st","","pennisetum.stram.",NA,"MW","C","20070210"
"5A","1st","","themeda.triandra",NA,"MW","C","20070210"
"5A","1st","","bare",NA,"MW","C","20070210"
"5A","1st","","x_2",NA,"MW","C","20070210"
"5A","1st","","aristida.kenyensis",NA,"MW","C","20070210"
"5A","1st","","bothriochloa",NA,"MW","C","20070210"
"5A","1st","","bracharia.3",NA,"MW","C","20070210"
"5A","1st","","bracharia.eruciformis",NA,"MW","C","20070210"
"5A","1st","","cynodon.dactylon",NA,"MW","C","20070210"
"5A","1st","","cynodon.plecto.",NA,"MW","C","20070210"
"5A","1st","","cyperus..mariscus.",NA,"MW","C","20070210"
"5A","1st","","digitaria.2",NA,"MW","C","20070210"
"5A","1st","","digitaria.milanjiana",NA,"MW","C","20070210"
"5A","1st","","dinebra.retroflexa",NA,"MW","C","20070210"
"5A","1st","","eragrostis",NA,"MW","C","20070210"
"5A","1st","","setaria.acro...small.",NA,"MW","C","20070210"
"5A","1st","","setaria.sphaec...big.",NA,"MW","C","20070210"
"5A","1st","","microchloa.kunthii",NA,"MW","C","20070210"
"5A","1st","","sporobolus",NA,"MW","C","20070210"
"5A","1st","","tragus.berteronianus",NA,"MW","C","20070210"
"5A","1st","","x_3",NA,"MW","C","20070210"
"5A","1st","","acalypha.crenata",NA,"MW","C","20070210"
"5A","1st","","aerva.lanata",NA,"MW","C","20070210"
"5A","1st","","amaranthus.hibridus",NA,"MW","C","20070210"
"5A","1st","","aspilia.pluriseta",NA,"MW","C","20070210"
"5A","1st","","caralluma",NA,"MW","C","20070210"
"5A","1st","","chenopodium.schrad.",NA,"MW","C","20070210"
"5A","1st","","corchorus",NA,"MW","C","20070210"
"5A","1st","","commelina",NA,"MW","C","20070210"
"5A","1st","","commicarpus.pedunc.",NA,"MW","C","20070210"
"5A","1st","","conyza",NA,"MW","C","20070210"
"5A","1st","","cyathula",NA,"MW","C","20070210"
"5A","1st","","dyscoriste.radicans",NA,"MW","C","20070210"
"5A","1st","","euphorbia.inaequ.",NA,"MW","C","20070210"
"5A","1st","","evolvulus.alsinoides",NA,"MW","C","20070210"
"5A","1st","","gutenbergia",NA,"MW","C","20070210"
"5A","1st","","hibiscus.flavifolius",NA,"MW","C","20070210"
"5A","1st","","hibiscus.trionum",NA,"MW","C","20070210"
"5A","1st","","indigofera.brevicalyx",NA,"MW","C","20070210"
"5A","1st","","indigofera.schimperi",NA,"MW","C","20070210"
"5A","1st","","ipomea.sinensis",NA,"MW","C","20070210"
"5A","1st","","k",NA,"MW","C","20070210"
"5A","1st","","kyllinger",NA,"MW","C","20070210"
"5A","1st","","leucus",NA,"MW","C","20070210"
"5A","1st","","lily",NA,"MW","C","20070210"
"5A","1st","","melhania.",NA,"MW","C","20070210"
"5A","1st","","misopates.orontium",NA,"MW","C","20070210"
"5A","1st","","monechima.debile",NA,"MW","C","20070210"
"5A","1st","","monsonia.augustifolia",NA,"MW","C","20070210"
"5A","1st","","mullugo.nudicaulis",NA,"MW","C","20070210"
"5A","1st","","osteospermum",NA,"MW","C","20070210"
"5A","1st","","oxygonum.sinuatum",NA,"MW","C","20070210"
"5A","1st","","pavonia.patens",NA,"MW","C","20070210"
"5A","1st","","pelargonium",NA,"MW","C","20070210"
"5A","1st","","phyllanthus.mader.",NA,"MW","C","20070210"
"5A","1st","","plectranthus",NA,"MW","C","20070210"
"5A","1st","","pollichia.campestris",NA,"MW","C","20070210"
"5A","1st","","polygala..l.",NA,"MW","C","20070210"
"5A","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
"5A","1st","","portulaca.oleracea",NA,"MW","C","20070210"
"5A","1st","","portulaca.quadrifida",NA,"MW","C","20070210"
"5A","1st","","pseudognaphalium",NA,"MW","C","20070210"
"5A","1st","","psilotrichum.schimperi",NA,"MW","C","20070210"
"5A","1st","","rhinacanthus.ndor.",NA,"MW","C","20070210"
"5A","1st","","rhynchosia",NA,"MW","C","20070210"
"5A","1st","","schkuhria.pinnata",NA,"MW","C","20070210"
"5A","1st","","sida",NA,"MW","C","20070210"
"5A","1st","","solanum.inc...big.",NA,"MW","C","20070210"
"5A","1st","","solanum.ind...small.",NA,"MW","C","20070210"
"5A","1st","","v",NA,"MW","C","20070210"
"5A","1st","","w",NA,"MW","C","20070210"
"5A","1st","","x_4",NA,"MW","C","20070210"
"5A","1st","","x_5",NA,"MW","C","20070210"
"5C","1st","","bracharia.lacnantha",NA,"MW","C","20070210"
"5C","1st","","lintonia.nutans",NA,"MW","C","20070210"
"5C","1st","","pennisetum.mez.",NA,"MW","C","20070210"
"5C","1st","","pennisetum.stram.",NA,"MW","C","20070210"
"5C","1st","","themeda.triandra",NA,"MW","C","20070210"
"5C","1st","","bare",NA,"MW","C","20070210"
"5C","1st","","x_2",NA,"MW","C","20070210"
"5C","1st","","aristida.kenyensis",NA,"MW","C","20070210"
"5C","1st","","bothriochloa",NA,"MW","C","20070210"
"5C","1st","","bracharia.3",NA,"MW","C","20070210"
"5C","1st","","bracharia.eruciformis",NA,"MW","C","20070210"
"5C","1st","","cynodon.dactylon",NA,"MW","C","20070210"
"5C","1st","","cynodon.plecto.",NA,"MW","C","20070210"
"5C","1st","","cyperus..mariscus.",NA,"MW","C","20070210"
"5C","1st","","digitaria.2",NA,"MW","C","20070210"
"5C","1st","","digitaria.milanjiana",NA,"MW","C","20070210"
"5C","1st","","dinebra.retroflexa",NA,"MW","C","20070210"
"5C","1st","","eragrostis",NA,"MW","C","20070210"
"5C","1st","","setaria.acro...small.",NA,"MW","C","20070210"
"5C","1st","","setaria.sphaec...big.",NA,"MW","C","20070210"
"5C","1st","","microchloa.kunthii",NA,"MW","C","20070210"
"5C","1st","","sporobolus",NA,"MW","C","20070210"
"5C","1st","","tragus.berteronianus",NA,"MW","C","20070210"
"5C","1st","","x_3",NA,"MW","C","20070210"
"5C","1st","","acalypha.crenata",NA,"MW","C","20070210"
"5C","1st","","aerva.lanata",NA,"MW","C","20070210"
"5C","1st","","amaranthus.hibridus",NA,"MW","C","20070210"
"5C","1st","","aspilia.pluriseta",NA,"MW","C","20070210"
"5C","1st","","caralluma",NA,"MW","C","20070210"
"5C","1st","","chenopodium.schrad.",NA,"MW","C","20070210"
"5C","1st","","corchorus",NA,"MW","C","20070210"
"5C","1st","","commelina",2,"MW","C","20070210"
"5C","1st","","commicarpus.pedunc.",NA,"MW","C","20070210"
"5C","1st","","conyza",NA,"MW","C","20070210"
"5C","1st","","cyathula",NA,"MW","C","20070210"
"5C","1st","","dyscoriste.radicans",NA,"MW","C","20070210"
"5C","1st","","euphorbia.inaequ.",NA,"MW","C","20070210"
"5C","1st","","evolvulus.alsinoides",NA,"MW","C","20070210"
"5C","1st","","gutenbergia",NA,"MW","C","20070210"
"5C","1st","","hibiscus.flavifolius",NA,"MW","C","20070210"
"5C","1st","","hibiscus.trionum",NA,"MW","C","20070210"
"5C","1st","","indigofera.brevicalyx",NA,"MW","C","20070210"
"5C","1st","","indigofera.schimperi",NA,"MW","C","20070210"
"5C","1st","","ipomea.sinensis",NA,"MW","C","20070210"
"5C","1st","","k",NA,"MW","C","20070210"
"5C","1st","","kyllinger",NA,"MW","C","20070210"
"5C","1st","","leucus",NA,"MW","C","20070210"
"5C","1st","","lily",NA,"MW","C","20070210"
"5C","1st","","melhania.",NA,"MW","C","20070210"
"5C","1st","","misopates.orontium",NA,"MW","C","20070210"
"5C","1st","","monechima.debile",NA,"MW","C","20070210"
"5C","1st","","monsonia.augustifolia",NA,"MW","C","20070210"
"5C","1st","","mullugo.nudicaulis",NA,"MW","C","20070210"
"5C","1st","","osteospermum",NA,"MW","C","20070210"
"5C","1st","","oxygonum.sinuatum",NA,"MW","C","20070210"
"5C","1st","","pavonia.patens",NA,"MW","C","20070210"
"5C","1st","","pelargonium",NA,"MW","C","20070210"
"5C","1st","","phyllanthus.mader.",NA,"MW","C","20070210"
"5C","1st","","plectranthus",NA,"MW","C","20070210"
"5C","1st","","pollichia.campestris",NA,"MW","C","20070210"
"5C","1st","","polygala..l.",NA,"MW","C","20070210"
"5C","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
"5C","1st","","portulaca.oleracea",NA,"MW","C","20070210"
"5C","1st","","portulaca.quadrifida",NA,"MW","C","20070210"
"5C","1st","","pseudognaphalium",1,"MW","C","20070210"
"5C","1st","","psilotrichum.schimperi",NA,"MW","C","20070210"
"5C","1st","","rhinacanthus.ndor.",NA,"MW","C","20070210"
"5C","1st","","rhynchosia",NA,"MW","C","20070210"
"5C","1st","","schkuhria.pinnata",NA,"MW","C","20070210"
"5C","1st","","sida",NA,"MW","C","20070210"
"5C","1st","","solanum.inc...big.",NA,"MW","C","20070210"
"5C","1st","","solanum.ind...small.",NA,"MW","C","20070210"
"5C","1st","","v",NA,"MW","C","20070210"
"5C","1st","","w",NA,"MW","C","20070210"
"5C","1st","","x_4",NA,"MW","C","20070210"
"5C","1st","","x_5",NA,"MW","C","20070210"
"5E","1st","","bracharia.lacnantha",NA,"MW","C","20070210"
"5E","1st","","lintonia.nutans",NA,"MW","C","20070210"
"5E","1st","","pennisetum.mez.",NA,"MW","C","20070210"
"5E","1st","","pennisetum.stram.",NA,"MW","C","20070210"
"5E","1st","","themeda.triandra",NA,"MW","C","20070210"
"5E","1st","","bare",NA,"MW","C","20070210"
"5E","1st","","x_2",NA,"MW","C","20070210"
"5E","1st","","aristida.kenyensis",NA,"MW","C","20070210"
"5E","1st","","bothriochloa",3,"MW","C","20070210"
"5E","1st","","bracharia.3",NA,"MW","C","20070210"
"5E","1st","","bracharia.eruciformis",4,"MW","C","20070210"
"5E","1st","","cynodon.dactylon",NA,"MW","C","20070210"
"5E","1st","","cynodon.plecto.",NA,"MW","C","20070210"
"5E","1st","","cyperus..mariscus.",NA,"MW","C","20070210"
"5E","1st","","digitaria.2",NA,"MW","C","20070210"
"5E","1st","","digitaria.milanjiana",NA,"MW","C","20070210"
"5E","1st","","dinebra.retroflexa",NA,"MW","C","20070210"
"5E","1st","","eragrostis",NA,"MW","C","20070210"
"5E","1st","","setaria.acro...small.",NA,"MW","C","20070210"
"5E","1st","","setaria.sphaec...big.",NA,"MW","C","20070210"
"5E","1st","","microchloa.kunthii",NA,"MW","C","20070210"
"5E","1st","","sporobolus",NA,"MW","C","20070210"
"5E","1st","","tragus.berteronianus",NA,"MW","C","20070210"
"5E","1st","","x_3",NA,"MW","C","20070210"
"5E","1st","","acalypha.crenata",NA,"MW","C","20070210"
"5E","1st","","aerva.lanata",NA,"MW","C","20070210"
"5E","1st","","amaranthus.hibridus",NA,"MW","C","20070210"
"5E","1st","","aspilia.pluriseta",1,"MW","C","20070210"
"5E","1st","","caralluma",NA,"MW","C","20070210"
"5E","1st","","chenopodium.schrad.",NA,"MW","C","20070210"
"5E","1st","","corchorus",NA,"MW","C","20070210"
"5E","1st","","commelina",NA,"MW","C","20070210"
"5E","1st","","commicarpus.pedunc.",NA,"MW","C","20070210"
"5E","1st","","conyza",NA,"MW","C","20070210"
"5E","1st","","cyathula",NA,"MW","C","20070210"
"5E","1st","","dyscoriste.radicans",NA,"MW","C","20070210"
"5E","1st","","euphorbia.inaequ.",NA,"MW","C","20070210"
"5E","1st","","evolvulus.alsinoides",NA,"MW","C","20070210"
"5E","1st","","gutenbergia",NA,"MW","C","20070210"
"5E","1st","","hibiscus.flavifolius",NA,"MW","C","20070210"
"5E","1st","","hibiscus.trionum",NA,"MW","C","20070210"
"5E","1st","","indigofera.brevicalyx",NA,"MW","C","20070210"
"5E","1st","","indigofera.schimperi",NA,"MW","C","20070210"
"5E","1st","","ipomea.sinensis",NA,"MW","C","20070210"
"5E","1st","","k",NA,"MW","C","20070210"
"5E","1st","","kyllinger",NA,"MW","C","20070210"
"5E","1st","","leucus",NA,"MW","C","20070210"
"5E","1st","","lily",NA,"MW","C","20070210"
"5E","1st","","melhania.",NA,"MW","C","20070210"
"5E","1st","","misopates.orontium",NA,"MW","C","20070210"
"5E","1st","","monechima.debile",NA,"MW","C","20070210"
"5E","1st","","monsonia.augustifolia",NA,"MW","C","20070210"
"5E","1st","","mullugo.nudicaulis",NA,"MW","C","20070210"
"5E","1st","","osteospermum",NA,"MW","C","20070210"
"5E","1st","","oxygonum.sinuatum",NA,"MW","C","20070210"
"5E","1st","","pavonia.patens",NA,"MW","C","20070210"
"5E","1st","","pelargonium",NA,"MW","C","20070210"
"5E","1st","","phyllanthus.mader.",NA,"MW","C","20070210"
"5E","1st","","plectranthus",NA,"MW","C","20070210"
"5E","1st","","pollichia.campestris",NA,"MW","C","20070210"
"5E","1st","","polygala..l.",NA,"MW","C","20070210"
"5E","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
"5E","1st","","portulaca.oleracea",NA,"MW","C","20070210"
"5E","1st","","portulaca.quadrifida",NA,"MW","C","20070210"
"5E","1st","","pseudognaphalium",NA,"MW","C","20070210"
"5E","1st","","psilotrichum.schimperi",NA,"MW","C","20070210"
"5E","1st","","rhinacanthus.ndor.",NA,"MW","C","20070210"
"5E","1st","","rhynchosia",NA,"MW","C","20070210"
"5E","1st","","schkuhria.pinnata",NA,"MW","C","20070210"
"5E","1st","","sida",NA,"MW","C","20070210"
"5E","1st","","solanum.inc...big.",NA,"MW","C","20070210"
"5E","1st","","solanum.ind...small.",NA,"MW","C","20070210"
"5E","1st","","v",NA,"MW","C","20070210"
"5E","1st","","w",NA,"MW","C","20070210"
"5E","1st","","x_4",NA,"MW","C","20070210"
"5E","1st","","x_5",NA,"MW","C","20070210"
"5G","1st","","bracharia.lacnantha",NA,"MW","C","20070210"
"5G","1st","","lintonia.nutans",NA,"MW","C","20070210"
"5G","1st","","pennisetum.mez.",NA,"MW","C","20070210"
"5G","1st","","pennisetum.stram.",NA,"MW","C","20070210"
"5G","1st","","themeda.triandra",NA,"MW","C","20070210"
"5G","1st","","bare",NA,"MW","C","20070210"
"5G","1st","","x_2",NA,"MW","C","20070210"
"5G","1st","","aristida.kenyensis",NA,"MW","C","20070210"
"5G","1st","","bothriochloa",NA,"MW","C","20070210"
"5G","1st","","bracharia.3",NA,"MW","C","20070210"
"5G","1st","","bracharia.eruciformis",NA,"MW","C","20070210"
"5G","1st","","cynodon.dactylon",NA,"MW","C","20070210"
"5G","1st","","cynodon.plecto.",NA,"MW","C","20070210"
"5G","1st","","cyperus..mariscus.",NA,"MW","C","20070210"
"5G","1st","","digitaria.2",NA,"MW","C","20070210"
"5G","1st","","digitaria.milanjiana",NA,"MW","C","20070210"
"5G","1st","","dinebra.retroflexa",NA,"MW","C","20070210"
"5G","1st","","eragrostis",NA,"MW","C","20070210"
"5G","1st","","setaria.acro...small.",NA,"MW","C","20070210"
"5G","1st","","setaria.sphaec...big.",NA,"MW","C","20070210"
"5G","1st","","microchloa.kunthii",NA,"MW","C","20070210"
"5G","1st","","sporobolus",NA,"MW","C","20070210"
"5G","1st","","tragus.berteronianus",NA,"MW","C","20070210"
"5G","1st","","x_3",NA,"MW","C","20070210"
"5G","1st","","acalypha.crenata",NA,"MW","C","20070210"
"5G","1st","","aerva.lanata",NA,"MW","C","20070210"
"5G","1st","","amaranthus.hibridus",NA,"MW","C","20070210"
"5G","1st","","aspilia.pluriseta",NA,"MW","C","20070210"
"5G","1st","","caralluma",NA,"MW","C","20070210"
"5G","1st","","chenopodium.schrad.",NA,"MW","C","20070210"
"5G","1st","","corchorus",NA,"MW","C","20070210"
"5G","1st","","commelina",NA,"MW","C","20070210"
"5G","1st","","commicarpus.pedunc.",NA,"MW","C","20070210"
"5G","1st","","conyza",NA,"MW","C","20070210"
"5G","1st","","cyathula",NA,"MW","C","20070210"
"5G","1st","","dyscoriste.radicans",NA,"MW","C","20070210"
"5G","1st","","euphorbia.inaequ.",NA,"MW","C","20070210"
"5G","1st","","evolvulus.alsinoides",NA,"MW","C","20070210"
"5G","1st","","gutenbergia",NA,"MW","C","20070210"
"5G","1st","","hibiscus.flavifolius",NA,"MW","C","20070210"
"5G","1st","","hibiscus.trionum",NA,"MW","C","20070210"
"5G","1st","","indigofera.brevicalyx",NA,"MW","C","20070210"
"5G","1st","","indigofera.schimperi",NA,"MW","C","20070210"
"5G","1st","","ipomea.sinensis",NA,"MW","C","20070210"
"5G","1st","","k",NA,"MW","C","20070210"
"5G","1st","","kyllinger",NA,"MW","C","20070210"
"5G","1st","","leucus",NA,"MW","C","20070210"
"5G","1st","","lily",NA,"MW","C","20070210"
"5G","1st","","melhania.",NA,"MW","C","20070210"
"5G","1st","","misopates.orontium",NA,"MW","C","20070210"
"5G","1st","","monechima.debile",NA,"MW","C","20070210"
"5G","1st","","monsonia.augustifolia",NA,"MW","C","20070210"
"5G","1st","","mullugo.nudicaulis",NA,"MW","C","20070210"
"5G","1st","","osteospermum",NA,"MW","C","20070210"
"5G","1st","","oxygonum.sinuatum",NA,"MW","C","20070210"
"5G","1st","","pavonia.patens",NA,"MW","C","20070210"
"5G","1st","","pelargonium",NA,"MW","C","20070210"
"5G","1st","","phyllanthus.mader.",NA,"MW","C","20070210"
"5G","1st","","plectranthus",NA,"MW","C","20070210"
"5G","1st","","pollichia.campestris",NA,"MW","C","20070210"
"5G","1st","","polygala..l.",NA,"MW","C","20070210"
"5G","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
"5G","1st","","portulaca.oleracea",NA,"MW","C","20070210"
"5G","1st","","portulaca.quadrifida",NA,"MW","C","20070210"
"5G","1st","","pseudognaphalium",NA,"MW","C","20070210"
"5G","1st","","psilotrichum.schimperi",NA,"MW","C","20070210"
"5G","1st","","rhinacanthus.ndor.",NA,"MW","C","20070210"
"5G","1st","","rhynchosia",NA,"MW","C","20070210"
"5G","1st","","schkuhria.pinnata",NA,"MW","C","20070210"
"5G","1st","","sida",NA,"MW","C","20070210"
"5G","1st","","solanum.inc...big.",NA,"MW","C","20070210"
"5G","1st","","solanum.ind...small.",NA,"MW","C","20070210"
"5G","1st","","v",NA,"MW","C","20070210"
"5G","1st","","w",NA,"MW","C","20070210"
"5G","1st","","x_4",NA,"MW","C","20070210"
"5G","1st","","x_5",NA,"MW","C","20070210"
"5I","1st","","bracharia.lacnantha",NA,"MW","C","20070210"
"5I","1st","","lintonia.nutans",NA,"MW","C","20070210"
"5I","1st","","pennisetum.mez.",NA,"MW","C","20070210"
"5I","1st","","pennisetum.stram.",NA,"MW","C","20070210"
"5I","1st","","themeda.triandra",NA,"MW","C","20070210"
"5I","1st","","bare",NA,"MW","C","20070210"
"5I","1st","","x_2",NA,"MW","C","20070210"
"5I","1st","","aristida.kenyensis",NA,"MW","C","20070210"
"5I","1st","","bothriochloa",NA,"MW","C","20070210"
"5I","1st","","bracharia.3",NA,"MW","C","20070210"
"5I","1st","","bracharia.eruciformis",NA,"MW","C","20070210"
"5I","1st","","cynodon.dactylon",NA,"MW","C","20070210"
"5I","1st","","cynodon.plecto.",NA,"MW","C","20070210"
"5I","1st","","cyperus..mariscus.",NA,"MW","C","20070210"
"5I","1st","","digitaria.2",NA,"MW","C","20070210"
"5I","1st","","digitaria.milanjiana",NA,"MW","C","20070210"
"5I","1st","","dinebra.retroflexa",3,"MW","C","20070210"
"5I","1st","","eragrostis",NA,"MW","C","20070210"
"5I","1st","","setaria.acro...small.",NA,"MW","C","20070210"
"5I","1st","","setaria.sphaec...big.",NA,"MW","C","20070210"
"5I","1st","","microchloa.kunthii",NA,"MW","C","20070210"
"5I","1st","","sporobolus",NA,"MW","C","20070210"
"5I","1st","","tragus.berteronianus",NA,"MW","C","20070210"
"5I","1st","","x_3",NA,"MW","C","20070210"
"5I","1st","","acalypha.crenata",NA,"MW","C","20070210"
"5I","1st","","aerva.lanata",NA,"MW","C","20070210"
"5I","1st","","amaranthus.hibridus",NA,"MW","C","20070210"
"5I","1st","","aspilia.pluriseta",NA,"MW","C","20070210"
"5I","1st","","caralluma",NA,"MW","C","20070210"
"5I","1st","","chenopodium.schrad.",NA,"MW","C","20070210"
"5I","1st","","corchorus",NA,"MW","C","20070210"
"5I","1st","","commelina",NA,"MW","C","20070210"
"5I","1st","","commicarpus.pedunc.",NA,"MW","C","20070210"
"5I","1st","","conyza",NA,"MW","C","20070210"
"5I","1st","","cyathula",NA,"MW","C","20070210"
"5I","1st","","dyscoriste.radicans",NA,"MW","C","20070210"
"5I","1st","","euphorbia.inaequ.",NA,"MW","C","20070210"
"5I","1st","","evolvulus.alsinoides",NA,"MW","C","20070210"
"5I","1st","","gutenbergia",NA,"MW","C","20070210"
"5I","1st","","hibiscus.flavifolius",NA,"MW","C","20070210"
"5I","1st","","hibiscus.trionum",NA,"MW","C","20070210"
"5I","1st","","indigofera.brevicalyx",NA,"MW","C","20070210"
"5I","1st","","indigofera.schimperi",NA,"MW","C","20070210"
"5I","1st","","ipomea.sinensis",NA,"MW","C","20070210"
"5I","1st","","k",NA,"MW","C","20070210"
"5I","1st","","kyllinger",NA,"MW","C","20070210"
"5I","1st","","leucus",NA,"MW","C","20070210"
"5I","1st","","lily",NA,"MW","C","20070210"
"5I","1st","","melhania.",NA,"MW","C","20070210"
"5I","1st","","misopates.orontium",NA,"MW","C","20070210"
"5I","1st","","monechima.debile",NA,"MW","C","20070210"
"5I","1st","","monsonia.augustifolia",NA,"MW","C","20070210"
"5I","1st","","mullugo.nudicaulis",NA,"MW","C","20070210"
"5I","1st","","osteospermum",NA,"MW","C","20070210"
"5I","1st","","oxygonum.sinuatum",NA,"MW","C","20070210"
"5I","1st","","pavonia.patens",NA,"MW","C","20070210"
"5I","1st","","pelargonium",NA,"MW","C","20070210"
"5I","1st","","phyllanthus.mader.",NA,"MW","C","20070210"
"5I","1st","","plectranthus",NA,"MW","C","20070210"
"5I","1st","","pollichia.campestris",NA,"MW","C","20070210"
"5I","1st","","polygala..l.",NA,"MW","C","20070210"
"5I","1st","","polygala.sphenoptera",NA,"MW","C","20070210"
