"trap.station","type.of.hits","hit_type_plant","Species","Sp_Pin_Hits","Treatment","Block","Date"
"5G","1st","","chenopodium.schrad.",NA,"C","N","20070101"
"5G","1st","","corchorus",NA,"C","N","20070101"
"5G","1st","","commelina",NA,"C","N","20070101"
"5G","1st","","commicarpus.pedunc.",NA,"C","N","20070101"
"5G","1st","","conyza",NA,"C","N","20070101"
"5G","1st","","cyathula",NA,"C","N","20070101"
"5G","1st","","dyscoriste.radicans",NA,"C","N","20070101"
"5G","1st","","euphorbia.inaequ.",NA,"C","N","20070101"
"5G","1st","","evolvulus.alsinoides",NA,"C","N","20070101"
"5G","1st","","gutenbergia",NA,"C","N","20070101"
"5G","1st","","hibiscus.flavifolius",NA,"C","N","20070101"
"5G","1st","","hibiscus.trionum",NA,"C","N","20070101"
"5G","1st","","indigofera.brevicalyx",NA,"C","N","20070101"
"5G","1st","","indigofera.schimperi",NA,"C","N","20070101"
"5G","1st","","ipomea.sinensis",NA,"C","N","20070101"
"5G","1st","","k",NA,"C","N","20070101"
"5G","1st","","kyllinger",NA,"C","N","20070101"
"5G","1st","","leucus",NA,"C","N","20070101"
"5G","1st","","lily",NA,"C","N","20070101"
"5G","1st","","melhania.",NA,"C","N","20070101"
"5G","1st","","misopates.orontium",NA,"C","N","20070101"
"5G","1st","","monechima.debile",NA,"C","N","20070101"
"5G","1st","","monsonia.augustifolia",NA,"C","N","20070101"
"5G","1st","","mullugo.nudicaulis",NA,"C","N","20070101"
"5G","1st","","osteospermum",NA,"C","N","20070101"
"5G","1st","","oxygonum.sinuatum",NA,"C","N","20070101"
"5G","1st","","pavonia.patens",NA,"C","N","20070101"
"5G","1st","","pelargonium",NA,"C","N","20070101"
"5G","1st","","phyllanthus.mader.",NA,"C","N","20070101"
"5G","1st","","plectranthus",NA,"C","N","20070101"
"5G","1st","","pollichia.campestris",NA,"C","N","20070101"
"5G","1st","","polygala..l.",NA,"C","N","20070101"
"5G","1st","","polygala.sphenoptera",NA,"C","N","20070101"
"5G","1st","","portulaca.oleracea",NA,"C","N","20070101"
"5G","1st","","portulaca.quadrifida",NA,"C","N","20070101"
"5G","1st","","pseudognaphalium",NA,"C","N","20070101"
"5G","1st","","psilotrichum.schimperi",NA,"C","N","20070101"
"5G","1st","","rhinacanthus.ndor.",NA,"C","N","20070101"
"5G","1st","","rhynchosia",NA,"C","N","20070101"
"5G","1st","","schkuhria.pinnata",NA,"C","N","20070101"
"5G","1st","","sida",NA,"C","N","20070101"
"5G","1st","","solanum.inc...big.",NA,"C","N","20070101"
"5G","1st","","solanum.ind...small.",NA,"C","N","20070101"
"5G","1st","","v",NA,"C","N","20070101"
"5G","1st","","w",NA,"C","N","20070101"
"5G","1st","","panicum",NA,"C","N","20070101"
"5G","1st","","lippia",NA,"C","N","20070101"
"5I","1st","","bracharia.lacnantha",NA,"C","N","20070101"
"5I","1st","","lintonia.nutans",NA,"C","N","20070101"
"5I","1st","","pennisetum.mez.",NA,"C","N","20070101"
"5I","1st","","pennisetum.stram.",NA,"C","N","20070101"
"5I","1st","","themeda.triandra",NA,"C","N","20070101"
"5I","1st","","bare",NA,"C","N","20070101"
"5I","1st","","x_2",NA,"C","N","20070101"
"5I","1st","","aristida.kenyensis",NA,"C","N","20070101"
"5I","1st","","bothriochloa",NA,"C","N","20070101"
"5I","1st","","bracharia.3",NA,"C","N","20070101"
"5I","1st","","bracharia.eruciformis",NA,"C","N","20070101"
"5I","1st","","cynodon.dactylon",NA,"C","N","20070101"
"5I","1st","","cynodon.plecto.",NA,"C","N","20070101"
"5I","1st","","cyperus..mariscus.",NA,"C","N","20070101"
"5I","1st","","digitaria.2",NA,"C","N","20070101"
"5I","1st","","digitaria.milanjiana",NA,"C","N","20070101"
"5I","1st","","dinebra.retroflexa",NA,"C","N","20070101"
"5I","1st","","eragrostis",NA,"C","N","20070101"
"5I","1st","","setaria.acro...small.",NA,"C","N","20070101"
"5I","1st","","setaria.sphaec...big.",NA,"C","N","20070101"
"5I","1st","","microchloa.kunthii",NA,"C","N","20070101"
"5I","1st","","sporobolus",NA,"C","N","20070101"
"5I","1st","","tragus.berteronianus",NA,"C","N","20070101"
"5I","1st","","x_3",NA,"C","N","20070101"
"5I","1st","","acalypha.crenata",NA,"C","N","20070101"
"5I","1st","","aerva.lanata",NA,"C","N","20070101"
"5I","1st","","amaranthus.hibridus",NA,"C","N","20070101"
"5I","1st","","aspilia.pluriseta",NA,"C","N","20070101"
"5I","1st","","caralluma",NA,"C","N","20070101"
"5I","1st","","chenopodium.schrad.",NA,"C","N","20070101"
"5I","1st","","corchorus",NA,"C","N","20070101"
"5I","1st","","commelina",NA,"C","N","20070101"
"5I","1st","","commicarpus.pedunc.",NA,"C","N","20070101"
"5I","1st","","conyza",NA,"C","N","20070101"
"5I","1st","","cyathula",NA,"C","N","20070101"
"5I","1st","","dyscoriste.radicans",NA,"C","N","20070101"
"5I","1st","","euphorbia.inaequ.",NA,"C","N","20070101"
"5I","1st","","evolvulus.alsinoides",NA,"C","N","20070101"
"5I","1st","","gutenbergia",NA,"C","N","20070101"
"5I","1st","","hibiscus.flavifolius",NA,"C","N","20070101"
"5I","1st","","hibiscus.trionum",NA,"C","N","20070101"
"5I","1st","","indigofera.brevicalyx",NA,"C","N","20070101"
"5I","1st","","indigofera.schimperi",NA,"C","N","20070101"
"5I","1st","","ipomea.sinensis",NA,"C","N","20070101"
"5I","1st","","k",NA,"C","N","20070101"
"5I","1st","","kyllinger",NA,"C","N","20070101"
"5I","1st","","leucus",NA,"C","N","20070101"
"5I","1st","","lily",NA,"C","N","20070101"
"5I","1st","","melhania.",NA,"C","N","20070101"
"5I","1st","","misopates.orontium",NA,"C","N","20070101"
"5I","1st","","monechima.debile",NA,"C","N","20070101"
"5I","1st","","monsonia.augustifolia",NA,"C","N","20070101"
"5I","1st","","mullugo.nudicaulis",NA,"C","N","20070101"
"5I","1st","","osteospermum",NA,"C","N","20070101"
"5I","1st","","oxygonum.sinuatum",NA,"C","N","20070101"
"5I","1st","","pavonia.patens",NA,"C","N","20070101"
"5I","1st","","pelargonium",NA,"C","N","20070101"
"5I","1st","","phyllanthus.mader.",NA,"C","N","20070101"
"5I","1st","","plectranthus",NA,"C","N","20070101"
"5I","1st","","pollichia.campestris",NA,"C","N","20070101"
"5I","1st","","polygala..l.",NA,"C","N","20070101"
"5I","1st","","polygala.sphenoptera",NA,"C","N","20070101"
"5I","1st","","portulaca.oleracea",NA,"C","N","20070101"
"5I","1st","","portulaca.quadrifida",NA,"C","N","20070101"
"5I","1st","","pseudognaphalium",NA,"C","N","20070101"
"5I","1st","","psilotrichum.schimperi",NA,"C","N","20070101"
"5I","1st","","rhinacanthus.ndor.",NA,"C","N","20070101"
"5I","1st","","rhynchosia",NA,"C","N","20070101"
"5I","1st","","schkuhria.pinnata",NA,"C","N","20070101"
"5I","1st","","sida",NA,"C","N","20070101"
"5I","1st","","solanum.inc...big.",NA,"C","N","20070101"
"5I","1st","","solanum.ind...small.",NA,"C","N","20070101"
"5I","1st","","v",NA,"C","N","20070101"
"5I","1st","","w",NA,"C","N","20070101"
"5I","1st","","panicum",NA,"C","N","20070101"
"5I","1st","","lippia",NA,"C","N","20070101"
"6J","1st","","bracharia.lacnantha",4,"C","N","20070101"
"6J","1st","","lintonia.nutans",1,"C","N","20070101"
"6J","1st","","pennisetum.mez.",NA,"C","N","20070101"
"6J","1st","","pennisetum.stram.",NA,"C","N","20070101"
"6J","1st","","themeda.triandra",1,"C","N","20070101"
"6J","1st","","bare",2,"C","N","20070101"
"6J","1st","","x_2",NA,"C","N","20070101"
"6J","1st","","aristida.kenyensis",NA,"C","N","20070101"
"6J","1st","","bothriochloa",NA,"C","N","20070101"
"6J","1st","","bracharia.3",NA,"C","N","20070101"
"6J","1st","","bracharia.eruciformis",NA,"C","N","20070101"
"6J","1st","","cynodon.dactylon",NA,"C","N","20070101"
"6J","1st","","cynodon.plecto.",NA,"C","N","20070101"
"6J","1st","","cyperus..mariscus.",NA,"C","N","20070101"
"6J","1st","","digitaria.2",NA,"C","N","20070101"
"6J","1st","","digitaria.milanjiana",NA,"C","N","20070101"
"6J","1st","","dinebra.retroflexa",NA,"C","N","20070101"
"6J","1st","","eragrostis",NA,"C","N","20070101"
"6J","1st","","setaria.acro...small.",NA,"C","N","20070101"
"6J","1st","","setaria.sphaec...big.",NA,"C","N","20070101"
"6J","1st","","microchloa.kunthii",NA,"C","N","20070101"
"6J","1st","","sporobolus",NA,"C","N","20070101"
"6J","1st","","tragus.berteronianus",NA,"C","N","20070101"
"6J","1st","","x_3",NA,"C","N","20070101"
"6J","1st","","acalypha.crenata",NA,"C","N","20070101"
"6J","1st","","aerva.lanata",NA,"C","N","20070101"
"6J","1st","","amaranthus.hibridus",NA,"C","N","20070101"
"6J","1st","","aspilia.pluriseta",NA,"C","N","20070101"
"6J","1st","","caralluma",NA,"C","N","20070101"
"6J","1st","","chenopodium.schrad.",NA,"C","N","20070101"
"6J","1st","","corchorus",NA,"C","N","20070101"
"6J","1st","","commelina",NA,"C","N","20070101"
"6J","1st","","commicarpus.pedunc.",NA,"C","N","20070101"
"6J","1st","","conyza",NA,"C","N","20070101"
"6J","1st","","cyathula",NA,"C","N","20070101"
"6J","1st","","dyscoriste.radicans",NA,"C","N","20070101"
"6J","1st","","euphorbia.inaequ.",NA,"C","N","20070101"
"6J","1st","","evolvulus.alsinoides",NA,"C","N","20070101"
"6J","1st","","gutenbergia",NA,"C","N","20070101"
"6J","1st","","hibiscus.flavifolius",NA,"C","N","20070101"
"6J","1st","","hibiscus.trionum",NA,"C","N","20070101"
"6J","1st","","indigofera.brevicalyx",NA,"C","N","20070101"
"6J","1st","","indigofera.schimperi",NA,"C","N","20070101"
"6J","1st","","ipomea.sinensis",NA,"C","N","20070101"
"6J","1st","","k",NA,"C","N","20070101"
"6J","1st","","kyllinger",NA,"C","N","20070101"
"6J","1st","","leucus",NA,"C","N","20070101"
"6J","1st","","lily",NA,"C","N","20070101"
"6J","1st","","melhania.",NA,"C","N","20070101"
"6J","1st","","misopates.orontium",NA,"C","N","20070101"
"6J","1st","","monechima.debile",NA,"C","N","20070101"
"6J","1st","","monsonia.augustifolia",NA,"C","N","20070101"
"6J","1st","","mullugo.nudicaulis",NA,"C","N","20070101"
"6J","1st","","osteospermum",NA,"C","N","20070101"
"6J","1st","","oxygonum.sinuatum",NA,"C","N","20070101"
"6J","1st","","pavonia.patens",NA,"C","N","20070101"
"6J","1st","","pelargonium",NA,"C","N","20070101"
"6J","1st","","phyllanthus.mader.",NA,"C","N","20070101"
"6J","1st","","plectranthus",NA,"C","N","20070101"
"6J","1st","","pollichia.campestris",NA,"C","N","20070101"
"6J","1st","","polygala..l.",NA,"C","N","20070101"
"6J","1st","","polygala.sphenoptera",NA,"C","N","20070101"
"6J","1st","","portulaca.oleracea",NA,"C","N","20070101"
"6J","1st","","portulaca.quadrifida",NA,"C","N","20070101"
"6J","1st","","pseudognaphalium",NA,"C","N","20070101"
"6J","1st","","psilotrichum.schimperi",NA,"C","N","20070101"
"6J","1st","","rhinacanthus.ndor.",NA,"C","N","20070101"
"6J","1st","","rhynchosia",1,"C","N","20070101"
"6J","1st","","schkuhria.pinnata",NA,"C","N","20070101"
"6J","1st","","sida",NA,"C","N","20070101"
"6J","1st","","solanum.inc...big.",NA,"C","N","20070101"
"6J","1st","","solanum.ind...small.",NA,"C","N","20070101"
"6J","1st","","v",NA,"C","N","20070101"
"6J","1st","","w",NA,"C","N","20070101"
"6J","1st","","panicum",NA,"C","N","20070101"
"6J","1st","","lippia",NA,"C","N","20070101"
"6J","All","Lvs","bracharia.lacnantha",13,"C","N","20070101"
"6J","All","Lvs","lintonia.nutans",3,"C","N","20070101"
"6J","All","Lvs","pennisetum.mez.",NA,"C","N","20070101"
"6J","All","Lvs","pennisetum.stram.",NA,"C","N","20070101"
"6J","All","Lvs","themeda.triandra",1,"C","N","20070101"
"6J","All","Lvs","bare",NA,"C","N","20070101"
"6J","All","Lvs","x_2",NA,"C","N","20070101"
"6J","All","Lvs","aristida.kenyensis",NA,"C","N","20070101"
"6J","All","Lvs","bothriochloa",NA,"C","N","20070101"
"6J","All","Lvs","bracharia.3",NA,"C","N","20070101"
"6J","All","Lvs","bracharia.eruciformis",1,"C","N","20070101"
"6J","All","Lvs","cynodon.dactylon",NA,"C","N","20070101"
"6J","All","Lvs","cynodon.plecto.",NA,"C","N","20070101"
"6J","All","Lvs","cyperus..mariscus.",NA,"C","N","20070101"
"6J","All","Lvs","digitaria.2",NA,"C","N","20070101"
"6J","All","Lvs","digitaria.milanjiana",NA,"C","N","20070101"
"6J","All","Lvs","dinebra.retroflexa",NA,"C","N","20070101"
"6J","All","Lvs","eragrostis",NA,"C","N","20070101"
"6J","All","Lvs","setaria.acro...small.",NA,"C","N","20070101"
"6J","All","Lvs","setaria.sphaec...big.",NA,"C","N","20070101"
"6J","All","Lvs","microchloa.kunthii",NA,"C","N","20070101"
"6J","All","Lvs","sporobolus",NA,"C","N","20070101"
"6J","All","Lvs","tragus.berteronianus",NA,"C","N","20070101"
"6J","All","Lvs","x_3",NA,"C","N","20070101"
"6J","All","Lvs","acalypha.crenata",NA,"C","N","20070101"
"6J","All","Lvs","aerva.lanata",NA,"C","N","20070101"
"6J","All","Lvs","amaranthus.hibridus",NA,"C","N","20070101"
"6J","All","Lvs","aspilia.pluriseta",NA,"C","N","20070101"
"6J","All","Lvs","caralluma",NA,"C","N","20070101"
"6J","All","Lvs","chenopodium.schrad.",NA,"C","N","20070101"
"6J","All","Lvs","corchorus",NA,"C","N","20070101"
"6J","All","Lvs","commelina",NA,"C","N","20070101"
"6J","All","Lvs","commicarpus.pedunc.",NA,"C","N","20070101"
"6J","All","Lvs","conyza",NA,"C","N","20070101"
"6J","All","Lvs","cyathula",NA,"C","N","20070101"
"6J","All","Lvs","dyscoriste.radicans",NA,"C","N","20070101"
"6J","All","Lvs","euphorbia.inaequ.",NA,"C","N","20070101"
"6J","All","Lvs","evolvulus.alsinoides",NA,"C","N","20070101"
"6J","All","Lvs","gutenbergia",NA,"C","N","20070101"
"6J","All","Lvs","hibiscus.flavifolius",NA,"C","N","20070101"
"6J","All","Lvs","hibiscus.trionum",NA,"C","N","20070101"
"6J","All","Lvs","indigofera.brevicalyx",NA,"C","N","20070101"
"6J","All","Lvs","indigofera.schimperi",NA,"C","N","20070101"
"6J","All","Lvs","ipomea.sinensis",NA,"C","N","20070101"
"6J","All","Lvs","k",NA,"C","N","20070101"
"6J","All","Lvs","kyllinger",NA,"C","N","20070101"
"6J","All","Lvs","leucus",NA,"C","N","20070101"
"6J","All","Lvs","lily",NA,"C","N","20070101"
"6J","All","Lvs","melhania.",NA,"C","N","20070101"
"6J","All","Lvs","misopates.orontium",NA,"C","N","20070101"
"6J","All","Lvs","monechima.debile",NA,"C","N","20070101"
"6J","All","Lvs","monsonia.augustifolia",NA,"C","N","20070101"
"6J","All","Lvs","mullugo.nudicaulis",NA,"C","N","20070101"
"6J","All","Lvs","osteospermum",NA,"C","N","20070101"
"6J","All","Lvs","oxygonum.sinuatum",NA,"C","N","20070101"
"6J","All","Lvs","pavonia.patens",NA,"C","N","20070101"
"6J","All","Lvs","pelargonium",NA,"C","N","20070101"
"6J","All","Lvs","phyllanthus.mader.",NA,"C","N","20070101"
"6J","All","Lvs","plectranthus",NA,"C","N","20070101"
"6J","All","Lvs","pollichia.campestris",NA,"C","N","20070101"
"6J","All","Lvs","polygala..l.",NA,"C","N","20070101"
"6J","All","Lvs","polygala.sphenoptera",NA,"C","N","20070101"
"6J","All","Lvs","portulaca.oleracea",NA,"C","N","20070101"
"6J","All","Lvs","portulaca.quadrifida",NA,"C","N","20070101"
"6J","All","Lvs","pseudognaphalium",NA,"C","N","20070101"
"6J","All","Lvs","psilotrichum.schimperi",NA,"C","N","20070101"
"6J","All","Lvs","rhinacanthus.ndor.",NA,"C","N","20070101"
"6J","All","Lvs","rhynchosia",1,"C","N","20070101"
"6J","All","Lvs","schkuhria.pinnata",NA,"C","N","20070101"
"6J","All","Lvs","sida",NA,"C","N","20070101"
"6J","All","Lvs","solanum.inc...big.",NA,"C","N","20070101"
"6J","All","Lvs","solanum.ind...small.",NA,"C","N","20070101"
"6J","All","Lvs","v",NA,"C","N","20070101"
"6J","All","Lvs","w",NA,"C","N","20070101"
"6J","All","Lvs","panicum",NA,"C","N","20070101"
"6J","All","Lvs","lippia",NA,"C","N","20070101"
"6J","All","Stm","bracharia.lacnantha",2,"C","N","20070101"
"6J","All","Stm","lintonia.nutans",NA,"C","N","20070101"
"6J","All","Stm","pennisetum.mez.",NA,"C","N","20070101"
"6J","All","Stm","pennisetum.stram.",NA,"C","N","20070101"
"6J","All","Stm","themeda.triandra",NA,"C","N","20070101"
"6J","All","Stm","bare",NA,"C","N","20070101"
"6J","All","Stm","x_2",NA,"C","N","20070101"
"6J","All","Stm","aristida.kenyensis",NA,"C","N","20070101"
"6J","All","Stm","bothriochloa",NA,"C","N","20070101"
"6J","All","Stm","bracharia.3",NA,"C","N","20070101"
"6J","All","Stm","bracharia.eruciformis",NA,"C","N","20070101"
"6J","All","Stm","cynodon.dactylon",NA,"C","N","20070101"
"6J","All","Stm","cynodon.plecto.",NA,"C","N","20070101"
"6J","All","Stm","cyperus..mariscus.",NA,"C","N","20070101"
"6J","All","Stm","digitaria.2",NA,"C","N","20070101"
"6J","All","Stm","digitaria.milanjiana",NA,"C","N","20070101"
"6J","All","Stm","dinebra.retroflexa",NA,"C","N","20070101"
"6J","All","Stm","eragrostis",NA,"C","N","20070101"
"6J","All","Stm","setaria.acro...small.",NA,"C","N","20070101"
"6J","All","Stm","setaria.sphaec...big.",NA,"C","N","20070101"
"6J","All","Stm","microchloa.kunthii",NA,"C","N","20070101"
"6J","All","Stm","sporobolus",NA,"C","N","20070101"
"6J","All","Stm","tragus.berteronianus",NA,"C","N","20070101"
"6J","All","Stm","x_3",NA,"C","N","20070101"
"6J","All","Stm","acalypha.crenata",NA,"C","N","20070101"
"6J","All","Stm","aerva.lanata",NA,"C","N","20070101"
"6J","All","Stm","amaranthus.hibridus",NA,"C","N","20070101"
"6J","All","Stm","aspilia.pluriseta",NA,"C","N","20070101"
"6J","All","Stm","caralluma",NA,"C","N","20070101"
"6J","All","Stm","chenopodium.schrad.",NA,"C","N","20070101"
"6J","All","Stm","corchorus",NA,"C","N","20070101"
"6J","All","Stm","commelina",NA,"C","N","20070101"
"6J","All","Stm","commicarpus.pedunc.",NA,"C","N","20070101"
"6J","All","Stm","conyza",NA,"C","N","20070101"
"6J","All","Stm","cyathula",NA,"C","N","20070101"
"6J","All","Stm","dyscoriste.radicans",NA,"C","N","20070101"
"6J","All","Stm","euphorbia.inaequ.",NA,"C","N","20070101"
"6J","All","Stm","evolvulus.alsinoides",NA,"C","N","20070101"
"6J","All","Stm","gutenbergia",NA,"C","N","20070101"
"6J","All","Stm","hibiscus.flavifolius",NA,"C","N","20070101"
"6J","All","Stm","hibiscus.trionum",NA,"C","N","20070101"
"6J","All","Stm","indigofera.brevicalyx",NA,"C","N","20070101"
"6J","All","Stm","indigofera.schimperi",NA,"C","N","20070101"
"6J","All","Stm","ipomea.sinensis",NA,"C","N","20070101"
"6J","All","Stm","k",NA,"C","N","20070101"
"6J","All","Stm","kyllinger",NA,"C","N","20070101"
"6J","All","Stm","leucus",NA,"C","N","20070101"
"6J","All","Stm","lily",NA,"C","N","20070101"
"6J","All","Stm","melhania.",NA,"C","N","20070101"
"6J","All","Stm","misopates.orontium",NA,"C","N","20070101"
"6J","All","Stm","monechima.debile",NA,"C","N","20070101"
"6J","All","Stm","monsonia.augustifolia",NA,"C","N","20070101"
"6J","All","Stm","mullugo.nudicaulis",NA,"C","N","20070101"
"6J","All","Stm","osteospermum",NA,"C","N","20070101"
"6J","All","Stm","oxygonum.sinuatum",NA,"C","N","20070101"
"6J","All","Stm","pavonia.patens",NA,"C","N","20070101"
"6J","All","Stm","pelargonium",NA,"C","N","20070101"
"6J","All","Stm","phyllanthus.mader.",NA,"C","N","20070101"
"6J","All","Stm","plectranthus",NA,"C","N","20070101"
"6J","All","Stm","pollichia.campestris",NA,"C","N","20070101"
"6J","All","Stm","polygala..l.",NA,"C","N","20070101"
"6J","All","Stm","polygala.sphenoptera",NA,"C","N","20070101"
"6J","All","Stm","portulaca.oleracea",NA,"C","N","20070101"
"6J","All","Stm","portulaca.quadrifida",NA,"C","N","20070101"
"6J","All","Stm","pseudognaphalium",NA,"C","N","20070101"
"6J","All","Stm","psilotrichum.schimperi",NA,"C","N","20070101"
"6J","All","Stm","rhinacanthus.ndor.",NA,"C","N","20070101"
"6J","All","Stm","rhynchosia",NA,"C","N","20070101"
"6J","All","Stm","schkuhria.pinnata",NA,"C","N","20070101"
"6J","All","Stm","sida",NA,"C","N","20070101"
"6J","All","Stm","solanum.inc...big.",NA,"C","N","20070101"
"6J","All","Stm","solanum.ind...small.",NA,"C","N","20070101"
"6J","All","Stm","v",NA,"C","N","20070101"
"6J","All","Stm","w",NA,"C","N","20070101"
"6J","All","Stm","panicum",NA,"C","N","20070101"
"6J","All","Stm","lippia",NA,"C","N","20070101"
"6H","1st","","bracharia.lacnantha",9,"C","N","20070101"
"6H","1st","","lintonia.nutans",1,"C","N","20070101"
"6H","1st","","pennisetum.mez.",NA,"C","N","20070101"
"6H","1st","","pennisetum.stram.",5,"C","N","20070101"
"6H","1st","","themeda.triandra",NA,"C","N","20070101"
"6H","1st","","bare",NA,"C","N","20070101"
"6H","1st","","x_2",NA,"C","N","20070101"
"6H","1st","","aristida.kenyensis",NA,"C","N","20070101"
"6H","1st","","bothriochloa",NA,"C","N","20070101"
"6H","1st","","bracharia.3",NA,"C","N","20070101"
"6H","1st","","bracharia.eruciformis",NA,"C","N","20070101"
"6H","1st","","cynodon.dactylon",NA,"C","N","20070101"
"6H","1st","","cynodon.plecto.",NA,"C","N","20070101"
"6H","1st","","cyperus..mariscus.",NA,"C","N","20070101"
"6H","1st","","digitaria.2",NA,"C","N","20070101"
"6H","1st","","digitaria.milanjiana",NA,"C","N","20070101"
"6H","1st","","dinebra.retroflexa",NA,"C","N","20070101"
"6H","1st","","eragrostis",NA,"C","N","20070101"
"6H","1st","","setaria.acro...small.",NA,"C","N","20070101"
"6H","1st","","setaria.sphaec...big.",NA,"C","N","20070101"
"6H","1st","","microchloa.kunthii",NA,"C","N","20070101"
"6H","1st","","sporobolus",NA,"C","N","20070101"
"6H","1st","","tragus.berteronianus",NA,"C","N","20070101"
"6H","1st","","x_3",NA,"C","N","20070101"
"6H","1st","","acalypha.crenata",NA,"C","N","20070101"
"6H","1st","","aerva.lanata",NA,"C","N","20070101"
"6H","1st","","amaranthus.hibridus",NA,"C","N","20070101"
"6H","1st","","aspilia.pluriseta",NA,"C","N","20070101"
"6H","1st","","caralluma",NA,"C","N","20070101"
"6H","1st","","chenopodium.schrad.",NA,"C","N","20070101"
"6H","1st","","corchorus",NA,"C","N","20070101"
"6H","1st","","commelina",NA,"C","N","20070101"
"6H","1st","","commicarpus.pedunc.",NA,"C","N","20070101"
"6H","1st","","conyza",NA,"C","N","20070101"
"6H","1st","","cyathula",NA,"C","N","20070101"
"6H","1st","","dyscoriste.radicans",NA,"C","N","20070101"
"6H","1st","","euphorbia.inaequ.",NA,"C","N","20070101"
"6H","1st","","evolvulus.alsinoides",NA,"C","N","20070101"
"6H","1st","","gutenbergia",NA,"C","N","20070101"
"6H","1st","","hibiscus.flavifolius",NA,"C","N","20070101"
"6H","1st","","hibiscus.trionum",NA,"C","N","20070101"
"6H","1st","","indigofera.brevicalyx",NA,"C","N","20070101"
"6H","1st","","indigofera.schimperi",NA,"C","N","20070101"
"6H","1st","","ipomea.sinensis",NA,"C","N","20070101"
"6H","1st","","k",NA,"C","N","20070101"
"6H","1st","","kyllinger",NA,"C","N","20070101"
"6H","1st","","leucus",NA,"C","N","20070101"
"6H","1st","","lily",NA,"C","N","20070101"
"6H","1st","","melhania.",NA,"C","N","20070101"
"6H","1st","","misopates.orontium",NA,"C","N","20070101"
"6H","1st","","monechima.debile",NA,"C","N","20070101"
"6H","1st","","monsonia.augustifolia",NA,"C","N","20070101"
"6H","1st","","mullugo.nudicaulis",NA,"C","N","20070101"
"6H","1st","","osteospermum",NA,"C","N","20070101"
"6H","1st","","oxygonum.sinuatum",NA,"C","N","20070101"
"6H","1st","","pavonia.patens",NA,"C","N","20070101"
"6H","1st","","pelargonium",NA,"C","N","20070101"
"6H","1st","","phyllanthus.mader.",NA,"C","N","20070101"
"6H","1st","","plectranthus",NA,"C","N","20070101"
"6H","1st","","pollichia.campestris",NA,"C","N","20070101"
"6H","1st","","polygala..l.",NA,"C","N","20070101"
"6H","1st","","polygala.sphenoptera",NA,"C","N","20070101"
"6H","1st","","portulaca.oleracea",NA,"C","N","20070101"
"6H","1st","","portulaca.quadrifida",NA,"C","N","20070101"
"6H","1st","","pseudognaphalium",NA,"C","N","20070101"
"6H","1st","","psilotrichum.schimperi",NA,"C","N","20070101"
"6H","1st","","rhinacanthus.ndor.",NA,"C","N","20070101"
"6H","1st","","rhynchosia",NA,"C","N","20070101"
"6H","1st","","schkuhria.pinnata",NA,"C","N","20070101"
"6H","1st","","sida",NA,"C","N","20070101"
"6H","1st","","solanum.inc...big.",NA,"C","N","20070101"
"6H","1st","","solanum.ind...small.",NA,"C","N","20070101"
"6H","1st","","v",NA,"C","N","20070101"
"6H","1st","","w",NA,"C","N","20070101"
"6H","1st","","panicum",NA,"C","N","20070101"
"6H","1st","","lippia",NA,"C","N","20070101"
"6H","All","Lvs","bracharia.lacnantha",18,"C","N","20070101"
"6H","All","Lvs","lintonia.nutans",1,"C","N","20070101"
"6H","All","Lvs","pennisetum.mez.",NA,"C","N","20070101"
"6H","All","Lvs","pennisetum.stram.",6,"C","N","20070101"
"6H","All","Lvs","themeda.triandra",NA,"C","N","20070101"
"6H","All","Lvs","bare",NA,"C","N","20070101"
"6H","All","Lvs","x_2",NA,"C","N","20070101"
"6H","All","Lvs","aristida.kenyensis",NA,"C","N","20070101"
"6H","All","Lvs","bothriochloa",NA,"C","N","20070101"
"6H","All","Lvs","bracharia.3",NA,"C","N","20070101"
"6H","All","Lvs","bracharia.eruciformis",NA,"C","N","20070101"
"6H","All","Lvs","cynodon.dactylon",NA,"C","N","20070101"
"6H","All","Lvs","cynodon.plecto.",NA,"C","N","20070101"
"6H","All","Lvs","cyperus..mariscus.",NA,"C","N","20070101"
"6H","All","Lvs","digitaria.2",NA,"C","N","20070101"
"6H","All","Lvs","digitaria.milanjiana",NA,"C","N","20070101"
"6H","All","Lvs","dinebra.retroflexa",NA,"C","N","20070101"
"6H","All","Lvs","eragrostis",NA,"C","N","20070101"
"6H","All","Lvs","setaria.acro...small.",NA,"C","N","20070101"
"6H","All","Lvs","setaria.sphaec...big.",NA,"C","N","20070101"
"6H","All","Lvs","microchloa.kunthii",NA,"C","N","20070101"
"6H","All","Lvs","sporobolus",NA,"C","N","20070101"
"6H","All","Lvs","tragus.berteronianus",NA,"C","N","20070101"
"6H","All","Lvs","x_3",NA,"C","N","20070101"
"6H","All","Lvs","acalypha.crenata",NA,"C","N","20070101"
"6H","All","Lvs","aerva.lanata",NA,"C","N","20070101"
"6H","All","Lvs","amaranthus.hibridus",NA,"C","N","20070101"
"6H","All","Lvs","aspilia.pluriseta",NA,"C","N","20070101"
"6H","All","Lvs","caralluma",NA,"C","N","20070101"
"6H","All","Lvs","chenopodium.schrad.",NA,"C","N","20070101"
"6H","All","Lvs","corchorus",NA,"C","N","20070101"
"6H","All","Lvs","commelina",NA,"C","N","20070101"
"6H","All","Lvs","commicarpus.pedunc.",NA,"C","N","20070101"
